brand_name,p_category,p_id,p_num_reviews,p_price,p_star,product,r_eyecolor,r_haircolor,r_review,r_skinconcerns,r_skintone,r_skintype,r_star,reviewer
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,I received sample of this in Sephora and i couldn’t be happier. It’s medium coverage but can be full. Very light weight. Does not oxidize nor feel cakey. I have combo skin and didn’t have to blot. Definitely recommend,acne,medium,combination,5,Rosey85
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"Amazing foundation, a perfect match for my skin tone. With an almost powderlike finish, I barely need to set my face. I have very oily skin most of the year, and this works perfectly with the dry winter weather.",acne,tan,combination,5,queenofpeace
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,Love this foundation! It’s the first foundation that has actually kept me matte for the longest. I only had to blot one time and that’s about six hours later. Usually I’d be blotting three-four times a day. It also gives your skin a beautiful airbrushed finish. My skin looked beautiful! It’s a medium to full coverage buildable foundation but feels weightless so it’s perfect for everyday. My new favorite!,aging,tan,oily,5,rosie22
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"I really like this foundation and it's everything I look for in a foundation - applies effortlessly, medium coverage, looks like skin and wears well. The shade match is pretty spot on which is difficult for me and the oil control isn't bad either.",sensitivity,deep,combination,5,moonstone
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,brunette,"This foundation doesn't play well with my skincare products, it's difficult to blend and when I tried to blend it in, it just looked even more cakey and textured. It was somewhat presentable after going in with the powder but a few hours into the day, this foundation was already settling into fine lines and cracking on my nose and smile lines. I've never had to deal with any foundation cracking on me before. By the end of the day, this foundation looked horrendous. I looked like I had caked on a heavy layer of foundation, I was an oil slick, I looked like I aged 10 years and the slightest touch to my nose made this foundation come off onto my finger. This foundation also smells awful but I could've easily overlooked that if it worked for me. The only good thing about this foundation was that is didn't cause me to break out but that's about it. It's a shame because I wanted to love this foundation.",acne,fair,combination,1,Linderella1225
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"Love this foundation. I wear it on flights and its just as good at the end of the fight. My new fav, and i dont switch my foundations often.",acne,tan,combination,5,CurlySueAnn
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,"I wanted to love this foundation and it looked great, a beautiful natural skin finish. Definitely your skin but better look, a no foundation foundation look. But it made me either breakout or i had an allergic reaction, the scabs are still healing. Be wary when using, if you dont regularly experience acne, and do with this foundation, stop using it. The range is good, its lightweight, its a great finish, it last all day, but I had to return it.",,dark,combination,3,caezst
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,I think I finally found my new favorite foundation!!! This time of year I get very dry/flakey around t-zone especially around my mouth/chin and alot of foundation will pick up on the patches no matter the moisturizers and primers I use. They just tame the dryness!! But this foundation went on so smooth and blended like a dream and it builded up without getting cakey!! I have large pores around my checks and it didn't settle in them if anything it blurred my pores making them less noticable. Def. medium lto buildable full coverage. The bottle says full coverage as well as Bobbi Browns website but Sephora's says medium which its more medium. I found my new HG foundation.,,medium,combination,5,dee217
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,Best foundation. Goes on so smoothly. Best foundation hands down,darkCircles,dark,normal,5,shenelly
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,I really wanted to love this foundation but I was so disappointed. It went on well and dried down to a nice matte finish but TWO hours later I was a greasy mess. I had to blot every hour that day. I used the Fenty beauty primer (as always) and I have never had that issue with another foundation. The shade was perfect and it did not oxidize but I just cant seem to control the oil. Will be returning.,unevenSkinTones,deep,oily,2,KJW718672
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,blonde,"I wanted to love this foundation. It looks amazing for the first hour and then, hello oil city! I’ve had this for a week and my skin feels so gross at the end of my work day.",blackheads,medium,oily,1,BeautyMaven8890
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,brunette,"I'm so blown away, I don't even know what to say. To be fair, I wore this for about 3 weeks before writing a review. I tried different application methods (brush, beauty blender, dry sponge, fingers), and my preferred application is definitely my Bobbi Brown Full Coverage Face Brush. I don't even know how they created this gem! I have oily skin, but don't like heavy matte foundations, they always make me look dry and cakey. This foundation is perfect. Solid medium coverage, smooth matte finish, all day flawless wear. This foundation doesn't move! Even when I oil blot, I barely get any oil! It's truly unbelievable. Photographs beautifully, feels comfortable on the skin. Absolutely perfect. I highly recommend this for anyone who has normal to oily skin. If you have dry skin, don't set yourself up for failure, this probably isn't for you.",acne,light,oily,5,ashley26
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,black,My favorite foundation ever!!! This is the first foundation that I’ve found my perfect shade match in! I have medium skin tone with golden/olive undertones. It’s super difficult to find the right shade with the right tones for my skin. But Bobbi brown has impressed me so much! Like guys I can finally wear a foundation and feel confident that my skin looks flawless. It wears beautifully on my oily skin. It feels lightweight and builds up nicely. It’s definitely medium finish and I love it!,darkCircles,olive,oily,5,priapulida
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,blue,brunette,Beautiful!! Looks airbrushed and flawless,acne,fair,combination,5,floriiiiiida
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,brunette,"So, shockingly, I LOVED this foundation despite having very dry skin. It was beautiful and skin-like. My foundation looked flawless all day and I got so many compliments. BUT when I took my make up off I noticed so my texture all over my face that wasn’t there before and I am so upset. This happens everytime I find a foundation that I love.",blackheads,light,combination,3,Aalexander13
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,green,blonde,"I really love this foundation. I got a few samples of different foundations searching for a new HG and I chose this. It looks just like skin, I love the texture. It works really well with my combination skin. It looked flawless even after a stage performance. A tip for anyone who gets this; it is really dry / dries up very quickly upon application, if you're like me and prefer to apply foundation with a brush you need to use small amounts and work in sections on your face. Otherwise it will dry out too fast. Maybe it would work better with a damp beauty blender but I found that technique worked best for brush application.",,porcelain,combination,5,dollxoxo
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"I would have given this five stars if it wasn't for the strong herb smell of this foundation. I tried it at a Sephora store recently and it provides a nice light to medium level of coverage, and it blended in really nicely with my skin. The major downside for me was that I just couldn't stand the smell of it. I had this issue with another one of her newer products and had to return that one. Not sure why anyone would want to smell like a medicine store. I totally would have bought it if it was fragrance free or had a lighter, non-medicinal smell.",aging,medium,normal,1,melinchicago
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,black,"On the positive side, very creamy and nice texture.
Unfortunately, I was not a fan of this product. It clung to my dry spots. The coverage was meh. I found it extremely drying on my skin, as well as patchy.
I am returning this product.",,fair,oily,2,chellynn
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,auburn,I love how natural it looks on my skin. The foundation is light and gives me full coverage all day. It matches my complexion perfectly.,,deep,combination,5,Farahbarra
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,brown,brunette,"Not full coverage, barely medium. Have to use at least 4 pumps to get medium. Texture is like paste. Lasted well on my cheeks and forehead but broke apart and dissappeared on my t zone. Liked the shade sand, disappointed overall. I really like the original skin foundation but it transfers and gets all over everything.",acne,fair,combination,3,haf112
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,brunette,"I love this foundation! I have combination skin with an oily t-zone and dry patches from a skin condition that flakes (lucky me!), and I haven't noticed this sticking to my dry patches. By lunch my nose was a little shiny, but I forgot my primer today. Otherwise, it's a great foundation. It's definitely sheer to barely medium coverage, which is perfect for me. It's worth the money! Oh, and I am ALWAYS the lightest shade in every foundation, but somehow I was Warm Ivory 1 in this foundation. It isn't too yellow or too pink, and I saw no oxidation.",acne,fair,combination,4,pysh817
Bobbi Brown,Makeup,P427430,109,$46.00,3.9908,Skin Long-Wear Weightless Foundation SPF 15,hazel,brunette,"I really like this foundation!  I've reached for it every single day since I bought it. It really look beautiful all day long. I have always been intrigued by bobbi brown foundations, because the color range is amazing, but there was never a good formula for my combination skin with acne and pores. The finish on this is a bit dewier than I expected. And it feels different than almost every other long-wearing foundation I've used (Kat Von D, Lancome 24 hr., Barepro, Shiseido syncro). It goes on feeling rich and velvety, and it doesn't really dry down and ""set"" on it's own. That did not stop me from loving it!  On my skin, it looks fantastic and it does not settle into fine lines or pores, which is a big issue for me. I set it myself with a powder (but I do that for all foundation) and it really lasts all day. It left my skin looking and feeling extremely natural. I prefer to use my fingers to apply this foundation. That lets me sheer it out where I want to and layer it where I have discoloration very easily. I don't use a primer, mainly cuase I'm always rushing, and it still looks great.",dullness,fair,combination,5,savysmith
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,,"What do I need to say? It's a BB brush, really soft and multiple use.",,fair,,5,idafan
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,I have small eyelids and so this eye shadow brush fits well and enables a nie even distribution of shadow color. It is soft like the Bobbi brown blush brush and does not drop hair like cheaper brushes. I tend to wash my brushes once every 2 weeks and so need brushes that hold up to that.,,,,5,mnrevws
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,"Is this brush expensive? Yeah. Is it great? Yeah.

This is my third Bobbi Brown brush (I also have the lip and eyeliner brushes), and it's by far my most beloved. I use it to build color on the lid, blend color in the crease, and apply highlights on the brow. Its strength is blending - it picks up enough pigment, but not too much.

It doesn't handle fine details very well (inner eye and eye line), but you can't have everything. Recommended.",,,,5,SweetChariot
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,hazel,,"If I could have ten of these (washing is a pain!) I would. This brush can do anything. It's shape lends itself well to creasework, smudging--whatever. It's my go to eye brush. It's created quite a few master piecies. This is a staple for anyone--and if you can only have one eye brush--this is it.",,light,,5,lblochers
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,,"I love this brush. It's very blendable and goes perfectly with the eyeshadow I bought here. Very soft bristles, I have very sensitive skin so, I've been looking around and this one is perfect!",,olive,,5,Pupperowner
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,blue,,I have been a fan of Bobbi Brown brushes since my first travel set. This brush does what the description says. Good purchase.,,light,,5,jujubee2
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,This brush is perfect for putting color on lid. It is soft and works well.,,,,5,dmkamb
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,hazel,,This is the best brush I own for applying shadow to the mobile lid. It allows for very precise placement of colour and is very soft.,,fair,,5,cowboysmom
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,"I wanted to love this brush so bad. It's dense and picks up the right amount of eyeshadow, however, the bristles are so prickly on my eyelid. I washed the brush once with olive oil and baby shampoo hoping that it would soften the bristles a little but no such luck. I tried sweeping, patting, packing, all gently but it's so prickly it makes my eyes water every time I use it. Maybe I've got a ""defective"" one. Debating whether I should return.",,,,2,hellojaa
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,green,,"Price is rather high but this brush is 100% worth it! Very very soft bristles, applies a generous amount of eyeshadow at one time. Perfect for mono color eye make up!",,fair,,5,AScarlett88
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,hazel,,"if you have small lids this brush is perfect for eyeshadow application, on that part of your eyes. I don't recommend this brush for big eyes like mine.",,olive,,2,clarissax3
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,,"I used to use my mom's Bobbi Brown eyeshadow brush when I was in high school, now I finally have my own! It picks up a good amount of any brand's eyeshadow, and has soft bristles that sweep across the lid and deposits the perfect amount. You might have to get used to the high amount of pigment it carries at first if you're used to using a lower quality brush. It's worth the high price, because it lasts forever! If you find that the bristles are a bit stiff, try conditioning the brush after washing it with shampoo.",,olive,,5,LBoogieG
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,blue,,"This was one of my first brushed from many many ( about 6 ) years ago. I still have the same one, it has lasted that long and is still in great condition. Very soft and reliable. A great investment!",,medium,,5,gigwashington
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,blue,,"Since I am such a makeup junkie I asked for the complete Bobbi Brown brush collection for my 25th wedding anniversary present and I’ve enjoyed it so much. The eye shadow brush is one of my favorites and one that I use every day. It has a small bristled head, but the bristles are fluffy and soft. This brush is the one I use to apply eyeshadow to the lower part of my lid. It’s especially good for getting close to the lashline and the inner corner of my eye. It works great for dabbing a luminizer shadow color at the outer edge of the inside corner or my eye beside the bridge of my nose. It’s compact enough to reach any part of the eye. The handle makes it easy to maneuver and to hold at any angle required to get to those hard to reach areas. It picks up shadow easily and because of the rounded bristles it deposits the eyeshadow without leaving a distinct line so it almost blends the shadow for me leaving me very little blending left to do. This brush does not shed at all. Being an excellent quality brush, it has held up through several cleanings with brush cleaner and some deeper cleanings with mild soap and water, too. I just let it air dry and it dries to its original shape looking brand new. I expect to get years of use out of this brush. It is a high quality brush that I would recommend to anyone interested in purchasing it.",,fair,,5,tenngal
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,,"not easy to apply, still needs lots of shadow",,fair,,1,nasher
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,"It picks up the colour and distributes it evenly, but is made of a synthetic and inexpensive feeling material. Total disappointment.",,,,2,ECurley
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,,"I expected a thinner brush, but it was bushier than my expectations.",,medium,,3,minimalist1993
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,,"It is soft, and picks up eye shadow well. It does what it claims to do. The only drawback is its too steep a price. That's why I give it 4 stars.",,light,,4,aprilmyangel
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,Great quality brush. One of my favorites,,,,4,jennruuu
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,"I use this brush everyday. Easy to use, picks up enough product to cover the whole lid. It's soft. Very glad I bought.",,,,5,missemma
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,,I agree with all the ratings. The brush holds the right amount of eyeshadow and applies it evenly.,,light,,5,merylq
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,blue,,"Excellent quality, applies great. Once u try this brush it's hard to use others.",,light,,5,steele0918
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,brown,brunette,I love this brush. It’s so soft and applies eye shadows evenly with or without water,blackheads,olive,combination,5,Nickel151
Bobbi Brown,Makeup,P270577,24,$34.00,4.2917,Eye Shadow Brush,,,"I'm not an eye shadow person, I tend to use just one or two colors at a time, and this brush works great for that. The bristles are really soft and make blending very easy.",,,,5,CMS27
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,,,"I love the quality of this brush. The bristles are soft and tightly packed making for flawless shadow application. I can literally do my eyeshadow in under 5 minutes with this brush, and I'm talking about a dramatic 3 to 5 color look - not just one or two shades. This brush is like eyeshadow applying for dummies. I know it was expensive but I don't regret it. It also cleans really easily with some of the cinema secrets spray cleanser. Just spray 1-2 sprays, swirl it around, and it's clean and dry already. It blends my eye shadows so perfectly.",,,,5,StephanieNP
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,hazel,,"A good brush makes such a difference. This one picks up tons of shadow and helps apply rich shades to your lids, without wasting any through fall-out.

Very soft, very reliable, the whole series is perfection.",,light,,5,cbs25
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,hazel,,"I wanted this brush forever and I'm so glad I finally bought it. It is the best for applying my base colour all over the lid. I will say it is not the softest brush and that is why I gave it 4 stars instead of 5, but I still love it and it is a very functional brush. I use it daily.",,fair,,4,cowboysmom
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,brown,,"This is a really good quality brush, full head of soft bristles but it is really really big.. It's about the size of my thumb and is better suited for contouring my nose than for applying shadow to eyes.",,light,,4,ninthsky
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,brown,,"I love this brush. It is thick but not overly dense. It does a multitude of functions - lays down a base of color, lid color, blends, and can shade the crease on its side. I love the larger size, I think that and the quality of it make it unique.",,medium,,5,chrissaychris
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,,,"This is one of the best eye shadow bushes I have ever used. It is soft, large and accurate. It holds the shadow well and places it just where you want it. I love the long length of the handle. I also bought one as a gift and she loves it too. Highly recommend giving it try.",,,,5,redtiger
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,blue,,Love this brush. I stopped using the smaller blending brush because this one works so much better. Doesn't fray out and lose it's shape either.,,medium,,5,janellep
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,blue,,"It covers the whole eyelid in one sweep, with consistent color.",,fair,,5,rosethorn
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,green,,"I had not seen this brush before, so when I saw it, I just had to try it as I love Bobbi's brushes. I am so glad I did - this brush is great! It makes putting on eye shadow so quick and easy and practically foolproof. To me, it was money well spent.
I have more Bobbi Brown brushes than I can count and I love and use them all. I have had many of them for years, and with proper cleaning and care, I expect them to last for many years. Bobbi Brown's brushes are the absolute best brushes I have ever found. Definately well worth the money!",,fair,,5,leebones
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,,,"I love this brush! I love how big it is too, it is seriously the best tool for getting the wash of color all over your eyelids. It can be used on its tapered side to deposit color into the crease. I do not even have a big eye area to work with, and this is perfect. People are complaining that its too big, well they must just like to whine because this eye brush is awesome. No shedding and super easy to clean. Deposits color beautifully.",,,,5,Laurennnnnnnnnn
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,hazel,,"I have had quite a fair amount of eye brushes. But I was in need of a fluffy big brush to blend out the edges. I don't like to invest half of an hour blending, I rather spend most of my make up time on my skincare routine and the application of foundation. Then, my eyebrows consume whatever is left. So, by the time I get to work on my eyeshadow, I really really don't feel like spending ages on it. The thing is that even if you only wear one shade, you gotta blend those edges out or else you will look whacky. So.... Went on the quest and decided to get this brush. Checked few online pictures, read few reviews, and seem fluffy and large. Just what I was in need of. So ordered it.
First, came on a little plastic bag. That was disappointing. Also, seem light in the hand. Even more disappointing. Where was it made at? God knows. Still decided to try it. Applied the shadow using my usual brush, then worked the crease a bit, and finished it all off using this Bobbi Brown brush. Whooooooooooaaaaaah! Amazing. It all got blended out to perfection in a matter of seconds. Truly amazing.
The brush is big, so covers up a huge portion of your eyelid effortlessly. Is quite dense, so when used clean it will blend out whatever. Im guessing you can use it to apply the eyeshadow all over with it, but if your eye lid is small it might not be suitable for you, since is large. Is not as fluffy as I wanted it to be, but Im thinking that the density of it allows it to work both applying a good amount of product, and blending the edges out.
Also has a tapered shape that allows it to do a bit more of detailed work, fitting in the crease horizontally. Yet, don't expect pencil brush precision.
I also used it to blend out the color under the eye perfectly.
Its size probably makes it perfect to contour.
Im super glad I got it. I would like to know where this was made at, though. And for the price tag, the presentation should be better. Still, an amazing brush that makes blending as simple as one, two, three.
I wish I could give this brush a 4 and a half stars. It is soft, doesn't itch, performs great, but the presentation and lack of information do not let me give it a 5. All in all, a great buy though.",,light,,4,CLovesBeauty
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,blue,,"Since I am such a makeup junkie I asked for the complete Bobbi Brown brush collection for my 25th wedding anniversary present and I’ve enjoyed it so much. This brush is perfect for applying cream eyeshadows and / or creamy concealers—I use it for both. It applies cream eyeshadow beautifully and does a great job of blending, too. I also use it to apply cream concealers underneath my eyes. It applies and blends at the same time and saves me so much time compared to my old concealer brush. It works best with creamy or liquid concealers, but not so well with stick concealers because the texture is too thick. This brush is rounded at the top, is soft against my skin and does a great job applying concealer or eyeshadow either one. The handle makes it easy to maneuver and to hold onto. This brush does not shed at all. Being an excellent quality brush, it has held up through several cleanings with brush cleaner and some deeper cleanings with mild soap and water, too. I just let it air dry and it dries to its original shape looking brand new. I expect to get years of use out of this brush. It is a high quality brush that I would recommend to anyone interested in purchasing it.",,fair,,5,tenngal
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,blue,,"Based on other reviews, I had high expectations for this brush. It's soft, but a bit too full, and the bristles/hairs have fallen out a couple times.",,light,,3,cutesuperjo
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,blue,,"Since I am such a makeup junkie I asked for the complete Bobbi Brown brush collection for my 25th wedding anniversary present and I’ve enjoyed it so much. The eye sweep brush is a wonderful multi-purpose brush that I use every day. I use it to apply eyeshadow all over my entire lid and it’s so soft against my eye. It has a rounded head and is fluffy which makes it perfect for picking up eyeshadow to sweep all over my lid, in the crease, or just on my lower lid—that’s why I call it a multi-purpose tool. It picks up powder shadow without getting too much so I don’t have to worry about a lot of fallout on my face. This brush also works great at sweeping across the entire lid after applying all shadow colors to blend them into each other. The handle makes it easy to maneuver and to hold onto. This brush does not shed at all. Being an excellent quality brush, it has held up through several cleanings with brush cleaner and some deeper cleanings with mild soap and water, too. I just let it air dry and it dries to its original shape looking brand new. I expect to get years of use out of this brush. It is a high quality brush that I would recommend to anyone interested in purchasing it.",,fair,,5,tenngal
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,hazel,,"I love this brush; it is luxurious and distributes powder on the lid very well. I wasn't sure I was going to like it but after the first use, I was very pleased. It's more of an ""investment"", good quality brush because of the price, but I hope that it will last a long time as I do care for my brushes. It is a large brush allowing you to get a good sweep of color so if you don't want a big brush, choose a smaller one.",,,,5,paperlady
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,,,"I use this brush daily for applying my base color and sometimes the lid color over my whole lid. It is so soft and is wonderful for applying ES over large areas. I love using Bobbi Brown brushes.
I don't know what I'd do without this addition to my brush collection.",,,,5,lovemakeupca
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,brown,,The easiest all-over eyeshadow brush. Super soft. It also helps blend the color. Love it!,,olive,,5,evey22
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,,,This brush is perfect for applying your base shadow. It's the perfect shape and density. This is my go to for beginning my shadow application. It hasn't lost its softness or shape.,,,,5,cosmaddiction
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,blue,,This brush is fantastic.  It's big and soft and perfect for applying shadow all over the lid.  This is my go to brush.  I'm glad this is part of my brush collection.,,light,,5,AMK721
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,,,I love this brush. It deposits the color nicely and works much better than a cheaper version I have. It is very soft. Well worth the cost.,,,,5,dmkamb
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,brown,,This brush is soft and gentle. I use it when applying the base shadow. The soft bristles cover my whole eyelid and the crease area. I also use it for nose contouring. I love this brush!,,light,,4,gogabby
Bobbi Brown,Makeup,P270584,22,$37.00,4.7273,Eye Sweep Brush,brown,,Great brush that picks up shadows quickly. Love that you only need one sweep across the lid. The handle is long but I didn't mind. Love the quality.,,deep,,5,
Bobbi Brown,Makeup,P400627,5,$60.00,5,Dark Chocolate Eye Set,,,"I really like using brown colors for my eyes (I have green eyes), it makes my eyes more soft and bright at the same time! The products itself are very good, I like the eye liner best it stays on my skin ALL day same as the mascara.",,,,5,VictoriaAlexeev
Bobbi Brown,Makeup,P400627,5,$60.00,5,Dark Chocolate Eye Set,brown,,I love this set. I'm always looking for a simple routine on how to best maximize my eyes. The eye pencil goes on smoothly and is a dark rich brown. The eyeshadow stick is a great basic color and the mascara is wonderfully waterproof. Great set.,,olive,,5,808snickers
Bobbi Brown,Makeup,P400627,5,$60.00,5,Dark Chocolate Eye Set,brown,,"This is a really great kit to pick up! Its got 3 full sized eye products and the formula as always is amazing! Totally worth it! :P
Here are some swatches and a more detailed review! Hope it helped!
https://ritipal.wordpress.com/2015/10/27/review-bobbi-brown-dark-chocolate-eye-set/",,olive,,5,Ririi
Bobbi Brown,Makeup,P400627,5,$60.00,5,Dark Chocolate Eye Set,,,"I was talked into buying this in a Bobbi Brown store in Malaysia. The eyeliner pencil is smooth and does not smudge. I didn't use the eyeshadow pencil as it's too bright for my skin tone. But the mascara is amazing; it holds the curl well, didn't flake or clump and stayed put all day. I really loved it. The price is a little high but it's worth it and makes a very gift.",,,,5,SallyMally
Bobbi Brown,Makeup,P400627,5,$60.00,5,Dark Chocolate Eye Set,,,This set has my favorite shade of eyeliner. I wish Bobbi would make Dark Chocolate eyeliner permanent!!,,,,5,cchittom
Bobbi Brown,Makeup,P406627,6,$54.00,4,Angled Face Brush,,,"I was a bit hesitant to keep the brush at first because its small and very light weight, seemed like a ""mini"" brush instead of a full size brush, specially for the price, but it's amazing! I use it with the Laura Mercier translucent loose powder and its just perfect for applying this powder. It's expensive, but so far it's been worth it.",,,,5,itsmahsi
Bobbi Brown,Makeup,P406627,6,$54.00,4,Angled Face Brush,,,This brush is good for about 3 months. After washing several times it completely loses its shape and bristles become rough. I have found better quality brushes at half the price,,,,2,marissamua12
Bobbi Brown,Makeup,P406627,6,$54.00,4,Angled Face Brush,,,"Love the shape and handle length of this one. Great quality bristles, very soft and lush. My only complaint would be that some of the bristles are a little wonky and not as uniform as the rest.",,,,4,sgshields
Bobbi Brown,Makeup,P406627,6,$54.00,4,Angled Face Brush,,,"I really love the soft bristles on my cheeks. It's a good, dense brush that picks up pigment and deposits it on your face. Its shape is perfect for blush application because it sweeps right on the cheeks and doesn't make you look clownish. 

It's also amazing when picking up colour from my baked blush (Chanel's Joues Contraste). A light hand goes a long way. Love it! It's a bit pricey, but at least you're not buying Suqqu!",,,,4,Teasee
Bobbi Brown,Makeup,P406627,6,$54.00,4,Angled Face Brush,,,This brush is perfect for contouring and apply blush with precision. The brush is small and supple and allow a precise application of powders. It is a must have in my collection!,,,,5,lauriebos
Bobbi Brown,Makeup,P406627,6,$54.00,4,Angled Face Brush,green,blonde,"I actually find this brush to bit a bit stodgier than other high end makeup brushes such as Chanels. However, I only use this brush with one color blush so maybe I am a little light handed with it in the daily brush cleansing routine. I could imagine that if you are super ardent in cleaning your brushes that it would loose it's contoured shape. I would recommend this to someone who doesn't mind investing in more than one blush brush, and would definitely recommend over the stodgier short  Bobbi Brown brush.",aging,light,normal,4,KaraKKay
Bobbi Brown,Makeup,P406629,9,$37.00,3.7778,Dual-Ended Brow Definer & Groomer Brush,,,Don't give many bad reviews but this brush does not have what I would call a firm bristle.  It is way overpriced.  I returned it to store.,,,,1,5speed
